cnae,id,descricao,divisao,status,anexos,fatorR,motivo,origem
0111-3/01,0111301,Cultivo de arroz,01,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
0111-3/02,0111302,Cultivo de milho,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0111-3/03,0111303,Cultivo de trigo,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0111-3/99,0111399,Cultivo de outros cereais não especificados anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0112-1/01,0112101,Cultivo de algodão herbáceo,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0112-1/02,0112102,Cultivo de juta,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0112-1/99,0112199,Cultivo de outras fibras de lavoura temporária não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0113-0/00,0113000,Cultivo de cana-de-açúcar,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0114-8/00,0114800,Cultivo de fumo,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0115-6/00,0115600,Cultivo de soja,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0116-4/01,0116401,Cultivo de amendoim,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0116-4/02,0116402,Cultivo de girassol,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0116-4/03,0116403,Cultivo de mamona,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0116-4/99,0116499,Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/01,0119901,Cultivo de abacaxi,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/02,0119902,Cultivo de alho,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/03,0119903,Cultivo de batata-inglesa,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/04,0119904,Cultivo de cebola,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/05,0119905,Cultivo de feijão,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/06,0119906,Cultivo de mandioca,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/07,0119907,Cultivo de melão,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/08,0119908,Cultivo de melancia,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/09,0119909,Cultivo de tomate rasteiro,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0119-9/99,0119999,Cultivo de outras plantas de lavoura temporária não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0121-1/01,0121101,"Horticultura, exceto morango",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0121-1/02,0121102,Cultivo de morango,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0122-9/00,0122900,Cultivo de flores e plantas ornamentais,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0131-8/00,0131800,Cultivo de laranja,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0132-6/00,0132600,Cultivo de uva,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/01,0133401,Cultivo de açaí,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/02,0133402,Cultivo de banana,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/03,0133403,Cultivo de caju,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/04,0133404,"Cultivo de cítricos, exceto laranja",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/05,0133405,Cultivo de coco-da-baía,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/06,0133406,Cultivo de guaraná,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/07,0133407,Cultivo de maçã,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/08,0133408,Cultivo de mamão,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/09,0133409,Cultivo de maracujá,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/10,0133410,Cultivo de manga,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/11,0133411,Cultivo de pêssego,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0133-4/99,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0134-2/00,0134200,Cultivo de café,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0135-1/00,0135100,Cultivo de cacau,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/01,0139301,Cultivo de chá-da-índia,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/02,0139302,Cultivo de erva-mate,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/03,0139303,Cultivo de pimenta-do-reino,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/04,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/05,0139305,Cultivo de dendê,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/06,0139306,Cultivo de seringueira,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0139-3/99,0139399,Cultivo de outras plantas de lavoura permanente não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0141-5/01,0141501,"Produção de sementes certificadas, exceto de forrageiras para pasto",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0141-5/02,0141502,Produção de sementes certificadas de forrageiras para formação de pasto,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0142-3/00,0142300,"Produção de mudas e outras formas de propagação vegetal, certificadas",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0151-2/01,0151201,Criação de bovinos para corte,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0151-2/02,0151202,Criação de bovinos para leite,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0151-2/03,0151203,"Criação de bovinos, exceto para corte e leite",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0152-1/01,0152101,Criação de bufalinos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0152-1/02,0152102,Criação de equinos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0152-1/03,0152103,Criação de asininos e muares,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0153-9/01,0153901,Criação de caprinos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0153-9/02,0153902,"Criação de ovinos, inclusive para produção de lã",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0154-7/00,0154700,Criação de suínos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0155-5/01,0155501,Criação de frangos para corte,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0155-5/02,0155502,Produção de pintos de um dia,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0155-5/03,0155503,"Criação de outros galináceos, exceto para corte",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0155-5/04,0155504,"Criação de aves, exceto galináceos",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0155-5/05,0155505,Produção de ovos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0159-8/01,0159801,Apicultura,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0159-8/02,0159802,Criação de animais de estimação,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0159-8/03,0159803,Criação de escargô,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0159-8/04,0159804,Criação de bicho-da-seda,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0159-8/99,0159899,Criação de outros animais não especificados anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0161-0/01,0161001,Serviço de pulverização e controle de pragas agrícolas,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0161-0/02,0161002,Serviço de poda de árvores para lavouras,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0161-0/03,0161003,"Serviço de preparação de terreno, cultivo e colheita",01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0161-0/99,0161099,Atividades de apoio à agricultura não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0162-8/01,0162801,Serviço de inseminação artificial em animais,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0162-8/02,0162802,Serviço de tosquiamento de ovinos,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0162-8/03,0162803,Serviço de manejo de animais,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0162-8/99,0162899,Atividades de apoio à pecuária não especificadas anteriormente,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0163-6/00,0163600,Atividades de pós-colheita,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0170-9/00,0170900,Caça e serviços relacionados,01,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/01,0210101,Cultivo de eucalipto,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/02,0210102,Cultivo de acácia-negra,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/03,0210103,Cultivo de pinus,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/04,0210104,Cultivo de teca,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/05,0210105,"Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca",02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/06,0210106,Cultivo de mudas em viveiros florestais,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/07,0210107,Extração de madeira em florestas plantadas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/08,0210108,Produção de carvão vegetal - florestas plantadas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/09,0210109,Produção de casca de acácia-negra - florestas plantadas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0210-1/99,0210199,Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/01,0220901,Extração de madeira em florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/02,0220902,Produção de carvão vegetal - florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/03,0220903,Coleta de castanha-do-pará em florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/04,0220904,Coleta de látex em florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/05,0220905,Coleta de palmito em florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/06,0220906,Conservação de florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0220-9/99,0220999,Coleta de produtos não madeireiros não especificados anteriormente em florestas nativas,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0230-6/00,0230600,Atividades de apoio à produção florestal,02,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0311-6/01,0311601,Pesca de peixes em água salgada,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0311-6/02,0311602,Pesca de crustáceos e moluscos em água salgada,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0311-6/03,0311603,Coleta de outros produtos marinhos,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0311-6/04,0311604,Atividades de apoio à pesca em água salgada,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0312-4/01,0312401,Pesca de peixes em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0312-4/02,0312402,Pesca de crustáceos e moluscos em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0312-4/03,0312403,Coleta de outros produtos aquáticos de água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0312-4/04,0312404,Atividades de apoio à pesca em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/01,0321301,Criação de peixes em água salgada e salobra,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/02,0321302,Criação de camarões em água salgada e salobra,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/03,0321303,Criação de ostras e mexilhões em água salgada e salobra,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/04,0321304,Criação de peixes ornamentais em água salgada e salobra,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/05,0321305,Atividades de apoio à aquicultura em água salgada e salobra,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0321-3/99,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/01,0322101,Criação de peixes em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/02,0322102,Criação de camarões em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/03,0322103,Criação de ostras e mexilhões em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/04,0322104,Criação de peixes ornamentais em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/05,0322105,Ranicultura,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/06,0322106,Criação de jacaré,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/07,0322107,Atividades de apoio à aquicultura em água doce,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0322-1/99,0322199,Cultivos e semicultivos da aquicultura em água doce não especificados anteriormente,03,OPTANTE,I,NAO,Agro/pecuária/pesca — Anexo I (ou II se industrializar),regra
0500-3/01,0500301,Extração de carvão mineral,05,OPTANTE,II,NAO,Indústria — Anexo II,regra
0500-3/02,0500302,Beneficiamento de carvão mineral,05,OPTANTE,II,NAO,Indústria — Anexo II,regra
0600-0/01,0600001,Extração de petróleo e gás natural,06,OPTANTE,II,NAO,Indústria — Anexo II,regra
0600-0/02,0600002,Extração e beneficiamento de xisto,06,OPTANTE,II,NAO,Indústria — Anexo II,regra
0600-0/03,0600003,Extração e beneficiamento de areias betuminosas,06,OPTANTE,II,NAO,Indústria — Anexo II,regra
0710-3/01,0710301,Extração de minério de ferro,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0710-3/02,0710302,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0721-9/01,0721901,Extração de minério de alumínio,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0721-9/02,0721902,Beneficiamento de minério de alumínio,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0722-7/01,0722701,Extração de minério de estanho,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0722-7/02,0722702,Beneficiamento de minério de estanho,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0723-5/01,0723501,Extração de minério de manganês,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0723-5/02,0723502,Beneficiamento de minério de manganês,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0724-3/01,0724301,Extração de minério de metais preciosos,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0724-3/02,0724302,Beneficiamento de minério de metais preciosos,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0725-1/00,0725100,Extração de minerais radioativos,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0729-4/01,0729401,Extração de minérios de nióbio e titânio,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0729-4/02,0729402,Extração de minério de tungstênio,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0729-4/03,0729403,Extração de minério de níquel,07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0729-4/04,0729404,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente",07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0729-4/05,0729405,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente",07,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/01,0810001,Extração de ardósia e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/02,0810002,Extração de granito e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/03,0810003,Extração de mármore e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/04,0810004,Extração de calcário e dolomita e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/05,0810005,Extração de gesso e caulim,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/06,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/07,0810007,Extração de argila e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/08,0810008,Extração de saibro e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/09,0810009,Extração de basalto e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/10,0810010,Beneficiamento de gesso e caulim associado à extração,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0810-0/99,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0891-6/00,0891600,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0892-4/01,0892401,Extração de sal marinho,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0892-4/02,0892402,Extração de sal-gema,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0892-4/03,0892403,Refino e outros tratamentos do sal,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0893-2/00,0893200,Extração de gemas (pedras preciosas e semipreciosas),08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0899-1/01,0899101,Extração de grafita,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0899-1/02,0899102,Extração de quartzo,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0899-1/03,0899103,Extração de amianto,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0899-1/99,0899199,Extração de outros minerais não metálicos não especificados anteriormente,08,OPTANTE,II,NAO,Indústria — Anexo II,regra
0910-6/00,0910600,Atividades de apoio à extração de petróleo e gás natural,09,OPTANTE,II,NAO,Indústria — Anexo II,regra
0990-4/01,0990401,Atividades de apoio à extração de minério de ferro,09,OPTANTE,II,NAO,Indústria — Anexo II,regra
0990-4/02,0990402,Atividades de apoio à extração de minerais metálicos não ferrosos,09,OPTANTE,II,NAO,Indústria — Anexo II,regra
0990-4/03,0990403,Atividades de apoio à extração de minerais não metálicos,09,OPTANTE,II,NAO,Indústria — Anexo II,regra
1011-2/01,1011201,Frigorífico - abate de bovinos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1011-2/02,1011202,Frigorífico - abate de equinos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1011-2/03,1011203,Frigorífico - abate de ovinos e caprinos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1011-2/04,1011204,Frigorífico - abate de bufalinos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1011-2/05,1011205,"Matadouro - abate de reses sob contrato, exceto abate de suínos",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1012-1/01,1012101,Abate de aves,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1012-1/02,1012102,Abate de pequenos animais,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1012-1/03,1012103,Frigorífico - abate de suínos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1012-1/04,1012104,Matadouro - abate de suínos sob contrato,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1013-9/01,1013901,Fabricação de produtos de carne,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1013-9/02,1013902,Preparação de subprodutos do abate,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1020-1/01,1020101,"Preservação de peixes, crustáceos e moluscos",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1020-1/02,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1031-7/00,1031700,Fabricação de conservas de frutas,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1032-5/01,1032501,Fabricação de conservas de palmito,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1032-5/99,1032599,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1033-3/01,1033301,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1033-3/02,1033302,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1041-4/00,1041400,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1042-2/00,1042200,"Fabricação de óleos vegetais refinados, exceto óleo de milho",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1043-1/00,1043100,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1051-1/00,1051100,Preparação do leite,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1052-0/00,1052000,Fabricação de laticínios,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1053-8/00,1053800,Fabricação de sorvetes e outros gelados comestíveis,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1061-9/01,1061901,Beneficiamento de arroz,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1061-9/02,1061902,Fabricação de produtos do arroz,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1062-7/00,1062700,Moagem de trigo e fabricação de derivados,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1063-5/00,1063500,Fabricação de farinha de mandioca e derivados,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1064-3/00,1064300,"Fabricação de farinha de milho e derivados, exceto óleos de milho",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1065-1/01,1065101,Fabricação de amidos e féculas de vegetais,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1065-1/02,1065102,Fabricação de óleo de milho em bruto,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1065-1/03,1065103,Fabricação de óleo de milho refinado,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1066-0/00,1066000,Fabricação de alimentos para animais,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1069-4/00,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1071-6/00,1071600,Fabricação de açúcar em bruto,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1072-4/01,1072401,Fabricação de açúcar de cana refinado,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1072-4/02,1072402,Fabricação de açúcar de cereais (dextrose) e de beterraba,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1081-3/01,1081301,Beneficiamento de café,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1081-3/02,1081302,Torrefação e moagem de café,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1082-1/00,1082100,Fabricação de produtos à base de café,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1091-1/01,1091101,Fabricação de produtos de panificação industrial,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1091-1/02,1091102,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
