cnae,id,descricao,divisao,status,anexos,fatorR,motivo,origem
6424-7/04,6424704,Cooperativas de crédito rural,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6431-0/00,6431000,"Bancos múltiplos, sem carteira comercial",64,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
6432-8/00,6432800,Bancos de investimento,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6433-6/00,6433600,Bancos de desenvolvimento,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6434-4/00,6434400,Agências de fomento,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6435-2/01,6435201,Sociedades de crédito imobiliário,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6435-2/02,6435202,Associações de poupança e empréstimo,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6435-2/03,6435203,Companhias hipotecárias,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6436-1/00,6436100,"Sociedades de crédito, financiamento e investimento - financeiras",64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6437-9/00,6437900,Sociedades de crédito ao microempreendedor,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6438-7/01,6438701,Bancos de câmbio,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6438-7/99,6438799,Outras instituições de intermediação não monetária não especificadas anteriormente,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6440-9/00,6440900,Arrendamento mercantil,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6450-6/00,6450600,Sociedades de capitalização,64,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
6461-1/00,6461100,Holdings de instituições financeiras,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6462-0/00,6462000,Holdings de instituições não financeiras,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6463-8/00,6463800,"Outras sociedades de participação, exceto holdings",64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6470-1/01,6470101,"Fundos de investimento, exceto previdenciários e imobiliários",64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6470-1/02,6470102,Fundos de investimento previdenciários,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6470-1/03,6470103,Fundos de investimento imobiliários,64,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
6491-3/00,6491300,Sociedades de fomento mercantil - factoring,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6492-1/00,6492100,Securitização de créditos,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6493-0/00,6493000,Administração de consórcios para aquisição de bens e direitos,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/01,6499901,Clubes de investimento,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/02,6499902,Sociedades de investimento,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/03,6499903,Fundo garantidor de crédito,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/04,6499904,Caixas de financiamento de corporações,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/05,6499905,Concessão de crédito pelas OSCIP,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6499-9/99,6499999,Outras atividades de serviços financeiros não especificadas anteriormente,64,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6511-1/01,6511101,Sociedade seguradora de seguros vida,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6511-1/02,6511102,Planos de auxílio-funeral,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6512-0/00,6512000,Sociedade seguradora de seguros não vida,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6520-1/00,6520100,Sociedade seguradora de seguros-saúde,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6530-8/00,6530800,Resseguros,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6541-3/00,6541300,Previdência complementar fechada,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6542-1/00,6542100,Previdência complementar aberta,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6550-2/00,6550200,Planos de saúde,65,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6611-8/01,6611801,Bolsa de valores,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6611-8/02,6611802,Bolsa de mercadorias,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6611-8/03,6611803,Bolsa de mercadorias e futuros,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6611-8/04,6611804,Administração de mercados de balcão organizados,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6612-6/01,6612601,Corretoras de títulos e valores mobiliários,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6612-6/02,6612602,Distribuidoras de títulos e valores mobiliários,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6612-6/03,6612603,Corretoras de câmbio,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6612-6/04,6612604,Corretoras de contratos de mercadorias,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6612-6/05,6612605,Agentes de investimentos em aplicações financeiras,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6613-4/00,6613400,Administração de cartões de crédito,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6619-3/01,6619301,Serviços de liquidação e custódia,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6619-3/02,6619302,Correspondentes de instituições financeiras,66,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
6619-3/03,6619303,Representações de bancos estrangeiros,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6619-3/04,6619304,Caixas eletrônicos,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6619-3/05,6619305,Operadoras de cartões de débito,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6619-3/99,6619399,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6621-5/01,6621501,Peritos e avaliadores de seguros,66,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
6621-5/02,6621502,Auditoria e consultoria atuarial,66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6622-3/00,6622300,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",66,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
6629-1/00,6629100,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",66,VEDADO,,NAO,"Financeiro/seguros — em geral vedado, exceto 6619-3/02 e 6622-3/00",regra
6630-4/00,6630400,Atividades de administração de fundos por contrato ou comissão,66,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
6810-2/01,6810201,Compra e venda de imóveis próprios,68,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
6810-2/02,6810202,Aluguel de imóveis próprios,68,OPTANTE,III,NAO,Imobiliárias — Anexo III,regra
6810-2/03,6810203,Loteamento de imóveis próprios,68,OPTANTE,III,NAO,Imobiliárias — Anexo III,regra
6821-8/01,6821801,Corretagem na compra e venda e avaliação de imóveis,68,AMBIGUO,III,SIM,Curadoria tabela 2026,curadoria
6821-8/02,6821802,Corretagem no aluguel de imóveis,68,OPTANTE,III,NAO,Imobiliárias — Anexo III,regra
6822-6/00,6822600,Gestão e administração da propriedade imobiliária,68,OPTANTE,III,NAO,Imobiliárias — Anexo III,regra
6911-7/01,6911701,Serviços advocatícios,69,OPTANTE,IV,NAO,Curadoria tabela 2026,curadoria
6911-7/02,6911702,Atividades auxiliares da justiça,69,OPTANTE,IV,NAO,Advocacia — Anexo IV,regra
6911-7/03,6911703,Agente de propriedade industrial,69,OPTANTE,IV,NAO,Advocacia — Anexo IV,regra
6912-5/00,6912500,Cartórios,69,OPTANTE,III,NAO,Contabilidade e afins — Anexo III,regra
6920-6/01,6920601,Atividades de contabilidade,69,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
6920-6/02,6920602,Atividades de consultoria e auditoria contábil e tributária,69,OPTANTE,III,NAO,Contabilidade e afins — Anexo III,regra
7020-4/00,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",70,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7111-1/00,7111100,Serviços de arquitetura,71,AMBIGUO,III,SIM,Curadoria tabela 2026,curadoria
7112-0/00,7112000,Serviços de engenharia,71,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7119-7/01,7119701,"Serviços de cartografia, topografia e geodésia",71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7119-7/02,7119702,Atividades de estudos geológicos,71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7119-7/03,7119703,Serviços de desenho técnico relacionados à arquitetura e engenharia,71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7119-7/04,7119704,Serviços de perícia técnica relacionados à segurança do trabalho,71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7119-7/99,7119799,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7120-1/00,7120100,Testes e análises técnicas,71,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7210-0/00,7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,72,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7220-7/00,7220700,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,72,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7311-4/00,7311400,Agências de publicidade,73,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7312-2/00,7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7319-0/01,7319001,Criação de estandes para feiras e exposições,73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7319-0/02,7319002,Promoção de vendas,73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7319-0/03,7319003,Marketing direto,73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7319-0/04,7319004,Consultoria em publicidade,73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7319-0/99,7319099,Outras atividades de publicidade não especificadas anteriormente,73,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7320-3/00,7320300,Pesquisas de mercado e de opinião pública,73,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7410-2/02,7410202,Design de interiores,74,AMBIGUO,"IV,V",SIM,Curadoria tabela 2026,curadoria
7410-2/03,7410203,Desing de produto,74,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7410-2/99,7410299,Atividades de desing não especificadas anteriormente,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7420-0/01,7420001,"Atividades de produção de fotografias, exceto aérea e submarina",74,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7420-0/02,7420002,Atividades de produção de fotografias aéreas e submarinas,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7420-0/03,7420003,Laboratórios fotográficos,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7420-0/04,7420004,Filmagem de festas e eventos,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7420-0/05,7420005,Serviços de microfilmagem,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7490-1/01,7490101,"Serviços de tradução, interpretação e similares",74,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
7490-1/02,7490102,Escafandria e mergulho,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7490-1/03,7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7490-1/04,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7490-1/05,7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7490-1/99,7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",74,AMBIGUO,V,SIM,"Serviço intelectual/técnico — V, pode ir ao III com Fator R",regra
7500-1/00,7500100,Atividades veterinárias,75,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
7711-0/00,7711000,Locação de automóveis sem condutor,77,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
7719-5/01,7719501,"Locação de embarcações sem tripulação, exceto para fins\nrecreativos",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7719-5/02,7719502,Locação de aeronaves sem tripulação,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7719-5/99,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7721-7/00,7721700,Aluguel de equipamentos recreativos e esportivos,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7722-5/00,7722500,"Aluguel de fitas de vídeo, DVDs e similares",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7723-3/00,7723300,"Aluguel de objetos do vestuário, jóias e acessórios",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7729-2/01,7729201,Aluguel de aparelhos de jogos eletrônicos,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7729-2/02,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7729-2/03,7729203,Aluguel de material médico,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7729-2/99,7729299,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7731-4/00,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7732-2/01,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7732-2/02,7732202,Aluguel de andaimes,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7733-1/00,7733100,Aluguel de máquinas e equipamentos para escritório,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7739-0/01,7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7739-0/02,7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7739-0/03,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7739-0/99,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",77,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
7740-3/00,7740300,Gestão de ativos intangíveis não financeiros,77,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7810-8/00,7810800,Seleção e agenciamento de mão de obra,78,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
7820-5/00,7820500,Locação de mão de obra temporária,78,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
7830-2/00,7830200,Fornecimento e gestão de recursos humanos para terceiros,78,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
7911-2/00,7911200,Agências de viagens,79,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7912-1/00,7912100,Operadores turísticos,79,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
7990-2/00,7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente,79,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8011-1/01,8011101,Atividades de vigilância e segurança privada,80,OPTANTE,IV,NAO,Curadoria tabela 2026,curadoria
8011-1/02,8011102,Serviços de adestramento de cães de guarda,80,OPTANTE,IV,NAO,Vigilância/limpeza — Anexo IV,regra
8012-9/00,8012900,Atividades de transporte de valores,80,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8020-0/01,8020001,Atividades de monitoramento de sistemas de segurança eletrônico,80,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8020-0/02,8020002,Outras atividades de serviços de segurança,80,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8030-7/00,8030700,Atividades de investigação particular,80,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8111-7/00,8111700,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",81,OPTANTE,IV,NAO,Curadoria tabela 2026,curadoria
8112-5/00,8112500,Condomínios prediais,81,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8121-4/00,8121400,Limpeza em prédios e em domicílios,81,OPTANTE,IV,NAO,Curadoria tabela 2026,curadoria
8122-2/00,8122200,Imunização e controle de pragas urbanas,81,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8129-0/00,8129000,Atividades de limpeza não especificadas anteriormente,81,OPTANTE,IV,NAO,Vigilância/limpeza — Anexo IV,regra
8130-3/00,8130300,Atividades paisagísticas,81,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8211-3/00,8211300,Serviços combinados de escritório e apoio administrativo,82,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8219-9/01,8219901,Fotocópias,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8219-9/99,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8220-2/00,8220200,Atividades de teleatendimento,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8230-0/01,8230001,"Serviços de organização de feiras, congressos, exposições e festas",82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8230-0/02,8230002,Casas de festas e eventos,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8291-1/00,8291100,Atividades de cobrança e informações cadastrais,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8292-0/00,8292000,Envasamento e empacotamento sob contrato,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/01,8299701,"Medição de consumo de energia elétrica, gás e água",82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/02,8299702,"Emissão de vales-alimentação, vales-transporte e similares",82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/03,8299703,"Serviços de gravação de carimbos, exceto confecção",82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/04,8299704,Leiloeiros independentes,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/05,8299705,Serviços de levantamento de fundos sob contrato,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/06,8299706,Casas lotéricas,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/07,8299707,Salas de acesso à Internet,82,OPTANTE,III,NAO,Serviços de apoio — Anexo III,regra
8299-7/99,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,82,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
8411-6/00,8411600,Administração pública em geral,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8412-4/00,8412400,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8413-2/00,8413200,Regulação das atividades econômicas,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8421-3/00,8421300,Relações exteriores,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8422-1/00,8422100,Defesa,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8423-0/00,8423000,Justiça,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8424-8/00,8424800,Segurança e ordem pública,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8425-6/00,8425600,Defesa Civil,84,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
8430-2/00,8430200,Seguridade social obrigatória,84,AMBIGUO,?,NAO,Sem regra específica — validar art.17/18,regra
8511-2/00,8511200,Educação infantil - creche,85,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8512-1/00,8512100,Educação infantil - pré-escola,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8513-9/00,8513900,Ensino fundamental,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8520-1/00,8520100,Ensino médio,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8531-7/00,8531700,Educação superior - graduação,85,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
8532-5/00,8532500,Educação superior - graduação e pós-graduação,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8533-3/00,8533300,Educação superior - pós-graduação e extensão,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8541-4/00,8541400,Educação profissional de nível técnico,85,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8542-2/00,8542200,Educação profissional de nível tecnológico,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8550-3/01,8550301,Administração de caixas escolares,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8550-3/02,8550302,"Atividades de apoio à educação, exceto caixas escolares",85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8591-1/00,8591100,Ensino de esportes,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8592-9/01,8592901,Ensino de dança,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8592-9/02,8592902,"Ensino de artes cênicas, exceto dança",85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8592-9/03,8592903,Ensino de música,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8592-9/99,8592999,Ensino de arte e cultura não especificado anteriormente,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8593-7/00,8593700,Ensino de idiomas,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8599-6/01,8599601,Formação de condutores,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8599-6/02,8599602,Cursos de pilotagem,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8599-6/03,8599603,Treinamento em informática,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8599-6/04,8599604,Treinamento em desenvolvimento profissional e gerencial,85,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8599-6/05,8599605,Cursos preparatórios para concursos,85,OPTANTE,III,NAO,"Educação — Anexo III (superior pode cair em V, validar)",regra
8599-6/99,8599699,Outras atividades de ensino não especificadas anteriormente,85,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8610-1/01,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",86,OPTANTE,III,NAO,Curadoria tabela 2026,curadoria
8610-1/02,8610102,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,86,AMBIGUO,V,SIM,Saúde — V com Fator R (pode ir ao III),regra
8621-6/01,8621601,UTI móvel,86,AMBIGUO,V,SIM,Saúde — V com Fator R (pode ir ao III),regra
8621-6/02,8621602,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",86,AMBIGUO,V,SIM,Saúde — V com Fator R (pode ir ao III),regra
8622-4/00,8622400,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",86,AMBIGUO,V,SIM,Saúde — V com Fator R (pode ir ao III),regra
